YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ADMINISTRATOR_FTE,ADMINISTRATOR_SALARY_AVERAGE,TEACHER_FTE,TEACHER_SALARY_AVG,TEACHER_SALARY_AVG_REG_TERM,TEACHER_AVERAGE_YEARS_EXP,TEACHER_MAST_DEGREE_PERCENT
2019,110014,KINGSTON K-14,1050,KINGSTON HIGH,0.00,0,15.26,42730,42164,10,40.2
2012,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,10.27,37341,35475,7.6,5.6
2013,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,10.60,41375,39727,9.6,24.2
2014,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,14.26,41327,39627,8.4,16.3
2015,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,12.75,41733,39973,10,21.5
2016,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,12.03,42141,39792,9.2,19
2017,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,14.48,42326,39873,9.3,32.9
2018,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,14.25,41037,39470,8.8,29.8
2019,110014,KINGSTON K-14,3000,KINGSTON MIDDLE,0.00,0,14.88,41125,40430,9.1,47
2012,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.00,0,16.53,38191,37693,9.7,12.1
2013,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.15,63700,16.88,42329,41905,11.5,15.6
2014,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.06,63000,19.10,41763,40938,8.5,46.4
2015,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.06,63000,19.21,41265,40657,9.5,36.4
2016,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.56,56964,15.91,41318,40981,10,37.7
2017,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.06,65000,15.81,41755,41269,11.5,38
2018,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.06,69000,18.09,40848,40481,10.4,32.3
2019,110014,KINGSTON K-14,4020,KINGSTON PRIMARY,0.06,69000,17.22,41617,41284,10.7,31.1
2012,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,12.47,37172,36314,5.9,16
2013,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,13.87,40778,39384,5.9,21.6
2014,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,16.27,41525,40827,7.8,54.8
2015,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,14.10,41211,40697,8.2,57.1
2016,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.50,56000,17.16,42131,41543,10.2,45.5
2017,110014,KINGSTON K-14,4040,KINGSTON ELEM.,1.00,70000,17.30,42094,41754,11.3,45.9
2018,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,17.29,42333,41690,10.6,60.9
2019,110014,KINGSTON K-14,4040,KINGSTON ELEM.,0.00,0,16.13,43590,43337,12,68.2
2012,110029,POTOSI R-III,1000,CENTRAL OFFICE,3.25,104660,0.00,0,0,0,0
2013,110029,POTOSI R-III,1000,CENTRAL OFFICE,3.25,107858,0.00,0,0,0,0
2014,110029,POTOSI R-III,1000,CENTRAL OFFICE,3.25,118172,0.00,0,0,0,0
2015,110029,POTOSI R-III,1000,CENTRAL OFFICE,3.25,123652,0.00,0,0,0,0
2016,110029,POTOSI R-III,1000,CENTRAL OFFICE,3.25,126917,0.00,0,0,0,0
2017,110029,POTOSI R-III,1000,CENTRAL OFFICE,5.00,83845,0.00,0,0,0,0
2018,110029,POTOSI R-III,1000,CENTRAL OFFICE,4.00,98383,0.00,0,0,0,0
2019,110029,POTOSI R-III,1000,CENTRAL OFFICE,4.00,102827,0.00,0,0,0,0
2012,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,72420,39.79,47279,44479,12.3,35.4
2013,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,75978,40.70,47318,44521,12.2,36.2
2014,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,79876,42.13,47614,45026,11.9,40
2015,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,84333,43.91,47859,44983,11.2,42.8
2016,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,86560,45.10,49476,46444,12.3,47.5
2017,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,85000,44.60,49896,46568,11.9,48.8
2018,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,88034,44.36,50367,47075,12.3,49.9
2019,110029,POTOSI R-III,1050,POTOSI HIGH,2.00,90789,44.90,49644,46615,11.3,36.8
2012,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,1.00,80580,25.39,46884,44023,12.1,37.9
2013,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,1.00,81756,26.66,46151,43702,11.5,40.8
2014,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,76554,26.16,46554,44034,11,40.8
2015,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,78430,26.34,45907,43542,10,32.9
2016,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,80500,26.95,46370,44227,10.5,31.1
2017,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,75000,27.45,47287,45038,11.3,29.2
2018,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,77678,28.11,48075,45357,11.1,27.5
2019,110029,POTOSI R-III,3000,JOHN A. EVANS MIDDLE,2.00,77316,27.71,49351,46535,11.9,28.8
2012,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,1.00,78738,32.63,44196,43786,11.8,33.7
2013,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,1.00,79888,34.86,43207,42606,10.7,25.8
2014,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,71002,34.93,44173,43589,11.3,25.7
2015,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,72741,34.49,44449,44003,11.3,26.3
2016,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,74662,33.83,45090,44776,11.6,29.7
2017,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,69500,36.83,45984,45571,11.4,27.3
2018,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,71981,37.21,45929,45631,11.6,24.1
2019,110029,POTOSI R-III,4040,TROJAN INTERMEDIATE,2.00,74234,39.11,47081,46635,12.4,20.4
2012,110029,POTOSI R-III,4080,POTOSI ELEM.,1.75,67951,55.14,44324,43791,11.6,50.4
2013,110029,POTOSI R-III,4080,POTOSI ELEM.,1.75,68835,54.39,43729,43326,11.2,45
2014,110029,POTOSI R-III,4080,POTOSI ELEM.,1.75,69553,54.88,45179,44700,12.1,47.5
2015,110029,POTOSI R-III,4080,POTOSI ELEM.,1.75,71257,54.32,45413,44912,11.9,46
2016,110029,POTOSI R-III,4080,POTOSI ELEM.,1.75,73139,56.50,45673,45286,11.3,47.8
2017,110029,POTOSI R-III,4080,POTOSI ELEM.,2.00,72034,55.29,46440,45908,11.5,43.9
2018,110029,POTOSI R-III,4080,POTOSI ELEM.,2.00,72000,53.18,47180,46524,11.7,39.5
2019,110029,POTOSI R-III,4080,POTOSI ELEM.,2.00,74254,53.05,47954,47491,12.5,41.2
2012,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,110030,RICHWOODS R-VII,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,0.90,66667,14.10,34764,34604,12.2,7.8
2013,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,0.90,68703,14.00,34550,34550,10.6,0.7
2014,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,1.00,74500,13.90,36000,36000,11.6,21.6
2015,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,1.00,75333,14.90,36251,36251,9.7,6.7
2016,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,0.00,0,15.00,35470,35470,11.5,23.3
2017,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,0.00,0,16.25,37794,37455,10.3,18.5
2018,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,1.50,68041,15.90,37615,37615,11.5,15.7
2019,110030,RICHWOODS R-VII,4020,RICHWOODS ELEM.,2.00,74328,16.90,37505,37314,9.1,29.6
2012,110031,VALLEY R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,91350,0.00,0,0,0,0
2014,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,94111,0.00,0,0,0,0
2015,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,98410,0.00,0,0,0,0
2016,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,102905,0.00,0,0,0,0
2017,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,102905,0.00,0,0,0,0
2018,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,107606,0.00,0,0,0,0
2019,110031,VALLEY R-VI,1000,CENTRAL OFFICE,1.00,95605,0.00,0,0,0,0
2012,110031,VALLEY R-VI,1050,VALLEY HIGH,2.00,77500,16.22,37694,36565,10.8,19.7
2013,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,65975,16.01,36276,35054,8.8,13.7
2014,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,65000,16.10,35204,33914,6.5,16.6
2015,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,65975,16.20,35562,34005,6.8,14.1
2016,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,68989,16.12,37583,35718,8.3,8.8
2017,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,68989,16.12,37458,35629,8.8,16.7
2018,110031,VALLEY R-VI,1050,VALLEY HIGH,1.29,63563,16.02,38877,36541,9.9,23.2
2019,110031,VALLEY R-VI,1050,VALLEY HIGH,1.00,69048,17.06,40266,38202,9.9,26.3
2012,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,65976,7.83,37180,36452,12.8,6.4
2013,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,66966,8.86,37283,36252,12.2,5.6
2014,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,68988,9.25,38307,37280,13.1,5.7
2015,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,70022,9.64,37384,36305,11.6,5.5
2016,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,73222,9.15,38957,37714,11.6,5.5
2017,110031,VALLEY R-VI,4020,BELGRADE ELEM.,0.50,73222,9.75,38708,37577,12.4,13.9
2012,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,65976,13.00,35915,34930,10.2,11.5
2013,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,66964,11.76,36765,35645,10.8,12.8
2014,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,68990,12.49,37707,36490,11.5,13.1
2015,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,70024,11.64,36996,35657,10,13.1
2016,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,73222,12.15,38636,36910,9.9,12.3
2017,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,0.50,73222,11.55,39248,37256,11.2,20.4
2018,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,1.00,66965,21.25,39130,36691,9.9,18
2019,110031,VALLEY R-VI,4040,CALEDONIA ELEM.,1.00,69048,21.08,39206,36806,8.9,22.1
2012,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.75,71831,0.00,0,0,0,0
2013,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.75,70427,0.00,0,0,0,0
2014,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.42,69535,0.00,0,0,0,0
2015,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.42,77976,0.00,0,0,0,0
2016,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.42,82866,0.00,0,0,0,0
2017,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.40,83341,0.00,0,0,0,0
2018,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.40,85618,0.00,0,0,0,0
2019,111086,GREENVILLE R-II,1000,CENTRAL OFFICE,1.40,92070,0.50,45700,45700,11,100
2012,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,1.00,66599,16.27,32088,30828,7.7,15.4
2013,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.67,67466,16.28,33073,31365,8.7,12.3
2014,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.67,69299,16.37,33807,32386,10.3,9.2
2015,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.67,71393,17.26,34846,33454,10.7,11.9
2016,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.67,79548,19.90,35377,34144,12.2,18.1
2017,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.50,65112,20.20,36059,34942,11.7,20.3
2018,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.50,67292,20.10,35640,34690,12,25.4
2019,111086,GREENVILLE R-II,1050,GREENVILLE HIGH,0.50,72002,18.30,38164,36791,11.9,38.8
2012,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.50,62010,8.51,34945,33378,12.3,52.9
2013,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.33,67464,8.22,36251,33851,13.3,54.7
2014,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.33,69300,8.63,36001,33933,13,52.1
2015,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.33,71391,9.26,36225,34614,13.4,42.9
2016,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.33,79548,8.12,35486,34553,14.3,42.1
2017,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.50,65110,8.80,37650,36478,14.9,44.3
2018,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.50,67292,8.90,38397,37275,16.3,43.8
2019,111086,GREENVILLE R-II,2050,GREENVILLE JR. HIGH,0.50,72002,8.70,39475,38339,17.1,44.8
2012,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,64333,24.35,34015,32880,11.7,31.5
2013,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,67465,27.21,33929,32873,11.9,28.2
2014,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,53147,29.25,33596,32849,11.2,26.2
2015,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,57752,28.26,34414,33612,12,27.1
2016,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,59496,30.26,34275,33566,11.9,28.6
2017,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,61489,29.40,36157,35340,13.6,29.9
2018,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,63549,30.40,36337,35508,14,28.9
2019,111086,GREENVILLE R-II,4010,GREENVILLE ELEM.,1.00,67997,30.40,37001,36166,13.9,25.7
2012,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.25,54272,6.87,36434,35346,16.8,63.2
2013,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.25,48940,6.79,35847,34274,13.8,63.6
2014,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.58,50036,7.75,35639,34740,14.4,56.1
2015,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.58,54533,7.72,36982,35972,15.4,68.9
2016,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.58,56181,7.72,37277,36169,15.9,68.9
2017,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.60,49608,7.60,37282,36492,15.4,68.4
2018,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.60,51270,7.60,37738,36949,16.3,68.4
2019,111086,GREENVILLE R-II,4020,WILLIAMSVILLE ELEM.,0.60,54858,7.60,37639,36837,14,68.4
2012,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,2.00,89624,0.00,0,0,0,0
2013,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,94053,0.00,0,0,0,0
2014,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,81008,0.00,0,0,0,0
2015,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,83174,0.00,0,0,0,0
2016,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,83927,0.00,0,0,0,0
2017,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,85623,0.00,0,0,0,0
2018,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,87984,0.00,0,0,0,0
2019,111087,CLEARWATER R-I,1000,CENTRAL OFFICE,1.50,90150,0.00,0,0,0,0
2012,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,82617,22.41,39276,35961,15.4,37.2
2013,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,82075,21.96,39602,36563,15.1,54.1
2014,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,82775,21.23,40283,37416,16.8,52.1
2015,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,84788,20.73,39819,37553,16.3,47.7
2016,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,79888,20.42,38811,37117,16.7,46.5
2017,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,81463,20.43,40780,37828,17.1,40.8
2018,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,83038,20.04,41824,38620,17.2,44.7
2019,111087,CLEARWATER R-I,1050,CLEARWATER HIGH,1.00,71690,20.28,39579,37180,14.1,29.6
2012,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,70960,24.74,38387,35842,15.7,52
2013,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,56640,25.88,38951,36682,16.4,54.9
2014,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,57280,24.08,39265,36818,15.4,59.3
2015,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,59120,24.05,39839,37486,16,59.2
2016,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,59760,22.46,39912,38168,16.3,60.7
2017,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,61840,18.70,41238,38837,16.3,64.3
2018,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,0.50,81080,18.73,41987,39719,16.8,61.7
2019,111087,CLEARWATER R-I,3000,CLEARWATER MIDDLE,1.00,65100,19.31,42517,40391,17,56.1
2012,111087,CLEARWATER R-I,4040,CLEARWATER ELEM.,1.00,59602,36.53,37970,36214,14.9,63.1
2013,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,63000,35.41,39270,37161,15.6,59.7
2014,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,61650,31.12,38581,36787,14.4,64.6
2015,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,64125,30.47,38766,36685,14.2,59.5
2016,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,64725,30.86,38864,36984,14.8,57.1
2017,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,66075,31.48,39321,36877,13.5,60.8
2018,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,64080,31.97,39226,36842,12.8,54.7
2019,111087,CLEARWATER R-I,4040,CLEARWATER ELEMENTARY,1.00,65920,32.66,39988,37830,12.8,49.5
2012,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.85,82353,0.00,0,0,0,0
2013,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.90,66444,0.00,0,0,0,0
2014,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.85,74353,0.00,0,0,0,0
2015,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.74,88000,0.00,0,0,0,0
2016,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.74,88000,0.00,0,0,0,0
2017,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.74,90000,0.00,0,0,0,0
2018,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.74,90000,0.00,0,0,0,0
2019,112099,NIANGUA R-V,1000,CENTRAL OFFICE,0.89,85034,0.00,0,0,0,0
2012,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.50,28000,12.30,33127,32413,10.6,32.7
2013,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.45,64222,13.22,32798,32375,9.9,30.3
2014,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.25,76000,11.76,32126,32126,9,25.5
2015,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.26,88000,11.86,32872,32872,9.8,22.8
2016,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.76,59711,12.14,33602,33602,9.8,22.2
2017,112099,NIANGUA R-V,1050,NIANGUA HIGH,1.26,50317,13.97,33317,33317,8.9,19.3
2018,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.26,90000,11.95,34333,34333,10.6,31.7
2019,112099,NIANGUA R-V,1050,NIANGUA HIGH,0.21,92000,9.53,33554,33554,7.7,19.4
2019,112099,NIANGUA R-V,3000,NIANGUA MIDDLE SCHOOL,0.25,47920,5.26,35040,35040,11.4,2.9
2012,112099,NIANGUA R-V,4020,NIANGUA ELEM.,0.65,69231,11.04,31229,31041,9.1,21
2013,112099,NIANGUA R-V,4020,NIANGUA ELEM.,0.65,62000,10.93,31261,31214,9,18.3
2014,112099,NIANGUA R-V,4020,NIANGUA ELEM.,0.90,62000,10.64,31668,31668,10.3,28.2
2015,112099,NIANGUA R-V,4020,NIANGUA ELEM.,1.00,52000,11.64,30331,30331,7.5,11.2
2016,112099,NIANGUA R-V,4020,NIANGUA ELEM.,1.00,55000,13.36,30795,30795,6.5,24.7
2017,112099,NIANGUA R-V,4020,NIANGUA ELEM.,1.00,56375,15.53,31334,31334,7.7,27.7
2018,112099,NIANGUA R-V,4020,NIANGUA ELEM.,1.00,59503,17.55,31793,31793,7.6,24
2019,112099,NIANGUA R-V,4020,NIANGUA ELEM.,0.75,47919,15.71,32610,32610,7.9,25.5
2012,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2017,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,112101,FORDLAND R-III,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,68364,16.90,35940,33198,10.2,43
2013,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,69732,17.15,36608,33769,10.9,41
2014,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,71270,19.40,37325,34468,10.5,45.3
2015,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,60000,18.39,37877,35021,11,46.3
2016,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,68442,16.75,40428,36459,12.6,44.9
2017,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,67846,17.08,39735,35940,10,45
2018,112101,FORDLAND R-III,1050,FORDLAND HIGH,1.00,68213,15.85,38960,35394,9.2,37.2
2019,112101,FORDLAND R-III,1050,FORDLAND HIGH,0.50,71000,14.30,40475,36256,9.9,41.4
2012,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,72630,11.89,32660,31301,8.4,31.4
2013,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,74083,9.89,35871,33866,9.7,40.1
2014,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,75565,9.34,38560,36666,12.4,57.5
2015,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,78308,9.45,38810,36924,13,50.1
2016,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,84270,9.84,40089,38021,14.2,47.3
2017,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,85354,9.25,37006,35188,11,34.9
2018,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,2.00,87081,8.88,38278,36029,11.7,27.1
2019,112101,FORDLAND R-III,3000,FORDLAND MIDDLE,1.50,103904,8.40,38259,35880,11.4,34.9
2012,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,63589,21.46,33142,31825,7.6,9.3
2013,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,63500,22.34,33438,32127,8.7,13.4
2014,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,64770,22.64,35133,33691,10,17.7
2015,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,65871,23.64,35685,34200,10.6,16.9
2016,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,72458,20.64,38791,37307,11.7,23.4
2017,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,65153,20.40,38199,36508,12.5,22.5
2018,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,67107,18.00,38760,37018,14.2,17.7
2019,112101,FORDLAND R-III,4020,FORDLAND ELEM.,1.00,60000,20.05,39073,37450,14.4,23.2
2012,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,6.60,72026,0.00,0,0,0,0
2013,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,5.00,79396,0.00,0,0,0,0
2014,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,5.00,80231,0.00,0,0,0,0
2015,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,5.00,79871,0.00,0,0,0,0
2016,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,6.00,92724,0.00,0,0,0,0
2017,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,4.00,100882,0.00,0,0,0,0
2018,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,4.00,103124,0.00,0,0,0,0
2019,112102,MARSHFIELD R-I,1000,CENTRAL OFFICE,4.40,101124,0.00,0,0,0,0
2012,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,81184,59.43,42655,40478,11,40
2013,112102,MARSHFIELD R-I,1050,MARSHFIELD HIGH,3.00,86152,62.00,42170,40106,10.2,40
